step,return,config
22200,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22200,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22208,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22208,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22240,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22240,0.9779591836734693,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22264,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22264,0.9779591836734693,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22288,0.9816326530612245,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22304,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22304,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22336,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22352,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22368,0.926530612244898,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22376,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22400,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22416,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22424,0.9816326530612245,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22424,0.963265306122449,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22440,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22480,0.9779591836734693,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22496,0.9448979591836735,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22520,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22568,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22568,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22576,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22576,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22632,0.9779591836734693,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22648,0.6032653061224489,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22656,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22656,0.9669387755102041,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22704,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22704,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22752,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22752,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22768,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22800,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22824,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22824,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22864,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22896,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22896,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22920,0.9779591836734693,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22936,0.9853061224489796,PPO-MLP+FrameStack / MiniGrid-MemoryS7
22968,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23016,0.9595918367346938,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23048,0.9522448979591837,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23192,0.9375510204081633,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23264,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23312,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23376,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
